stimulus;nblettres;freqlemfilms2;ifreq;wtype;word;correct_answer_tablette;correct_answer;type
aisé;4;3.03;1;0;aisé;1;m;word
rime;4;3.08;1;0;rime;1;m;word
mâle;4;3.09;1;0;mâle;1;m;word
dock;4;3.1;1;0;dock;1;m;word
lave;4;3.13;1;0;lave;1;m;word
yack;4;3.15;1;0;yack;1;m;word
yoga;4;3.17;1;0;yoga;1;m;word
croc;4;3.19;1;0;croc;1;m;word
sève;4;3.19;1;0;sève;1;m;word
elfe;4;3.26;1;0;elfe;1;m;word
ruer;4;3.27;1;0;ruer;1;m;word
guet;4;3.29;1;0;guet;1;m;word
haie;4;3.36;1;0;haie;1;m;word
sire;4;3.37;1;0;sire;1;m;word
fief;4;3.38;1;0;fief;1;m;word
vomi;4;3.52;1;0;vomi;1;m;word
gale;4;3.52;1;0;gale;1;m;word
lobe;4;3.58;1;0;lobe;1;m;word
tôle;4;3.58;1;0;tôle;1;m;word
pôle;4;3.59;1;0;pôle;1;m;word
gêne;4;3.62;1;0;gêne;1;m;word
tige;4;3.73;1;0;tige;1;m;word
brut;4;3.86;1;0;brut;1;m;word
gala;4;3.9;1;0;gala;1;m;word
iris;4;3.93;1;0;iris;1;m;word
dune;4;3.96;1;0;dune;1;m;word
raid;4;3.98;1;0;raid;1;m;word
flux;4;4.07;1;0;flux;1;m;word
plan;4;4.08;1;0;plan;1;m;word
cale;4;4.08;1;0;cale;1;m;word
diva;4;4.16;1;0;diva;1;m;word
ride;4;4.2;1;0;ride;1;m;word
turc;4;4.25;1;0;turc;1;m;word
taxe;4;4.34;1;0;taxe;1;m;word
rame;4;4.38;1;0;rame;1;m;word
abbé;4;4.46;1;0;abbé;1;m;word
poli;4;4.68;1;0;poli;1;m;word
bond;4;4.69;1;0;bond;1;m;word
abus;4;4.75;1;0;abus;1;m;word
grue;4;4.76;1;0;grue;1;m;word
sofa;4;4.77;1;0;sofa;1;m;word
pion;4;4.91;1;0;pion;1;m;word
zèle;4;4.92;1;0;zèle;1;m;word
toux;4;4.94;1;0;toux;1;m;word
ravi;4;5.02;1;0;ravi;1;m;word
coût;4;5.04;1;0;coût;1;m;word
aigu;4;5.08;1;0;aigu;1;m;word
obus;4;5.13;1;0;obus;1;m;word
trac;4;5.17;1;0;trac;1;m;word
case;4;5.18;1;0;case;1;m;word
solo;4;5.22;1;0;solo;1;m;word
issu;4;5.24;1;0;issu;1;m;word
mime;4;5.35;1;0;mime;1;m;word
scie;4;5.36;1;0;scie;1;m;word
brin;4;5.38;1;0;brin;1;m;word
nage;4;5.42;1;0;nage;1;m;word
rite;4;5.43;1;0;rite;1;m;word
pieu;4;5.45;1;0;pieu;1;m;word
roux;4;5.52;1;0;roux;1;m;word
aire;4;5.54;1;0;aire;1;m;word
surf;4;5.57;1;0;surf;1;m;word
cire;4;5.59;1;0;cire;1;m;word
gain;4;5.6;1;0;gain;1;m;word
élan;4;5.66;1;0;élan;1;m;word
thon;4;5.88;1;0;thon;1;m;word
exil;4;6.04;1;0;exil;1;m;word
cure;4;6.08;1;0;cure;1;m;word
cape;4;6.25;1;0;cape;1;m;word
aîné;4;6.27;1;0;aîné;1;m;word
rhum;4;6.29;1;0;rhum;1;m;word
maïs;4;6.33;1;0;maïs;1;m;word
écho;4;6.65;1;0;écho;1;m;word
foin;4;6.73;1;0;foin;1;m;word
loto;4;6.75;1;0;loto;1;m;word
rude;4;6.85;1;0;rude;1;m;word
pape;4;7.17;1;0;pape;1;m;word
pâté;4;7.18;1;0;pâté;1;m;word
rien;4;7.26;1;0;rien;1;m;word
suer;4;7.28;1;0;suer;1;m;word
jazz;4;7.38;1;0;jazz;1;m;word
visa;4;7.39;1;0;visa;1;m;word
duel;4;7.54;1;0;duel;1;m;word
cerf;4;7.56;1;0;cerf;1;m;word
naïf;4;7.91;1;0;naïf;1;m;word
rive;4;7.92;1;0;rive;1;m;word
gène;4;8.07;1;0;gène;1;m;word
pois;4;8.09;1;0;pois;1;m;word
flou;4;8.18;1;0;flou;1;m;word
mile;4;8.34;1;0;mile;1;m;word
veuf;4;8.39;1;0;veuf;1;m;word
paie;4;8.4;1;0;paie;1;m;word
tank;4;8.41;1;0;tank;1;m;word
bouc;4;8.49;1;0;bouc;1;m;word
lard;4;8.62;1;0;lard;1;m;word
veau;4;8.66;1;0;veau;1;m;word
clan;4;8.83;1;0;clan;1;m;word
seau;4;9.01;1;0;seau;1;m;word
soit;4;9.02;1;0;soit;1;m;word
futé;4;9.23;1;0;futé;1;m;word
rail;4;9.31;1;0;rail;1;m;word
boxe;4;9.32;1;0;boxe;1;m;word
mule;4;9.62;1;0;mule;1;m;word
mars;4;9.75;1;0;mars;1;m;word
têtu;4;9.78;1;0;têtu;1;m;word
euro;4;9.84;1;0;euro;1;m;word
hall;4;9.9;1;0;hall;1;m;word
ruse;4;9.98;1;0;ruse;1;m;word
jupon;5;3;1;0;jupon;1;m;word
bluff;5;3.02;1;0;bluff;1;m;word
belge;5;3.03;1;0;belge;1;m;word
épice;5;3.06;1;0;épice;1;m;word
régir;5;3.1;1;0;régir;1;m;word
hobby;5;3.11;1;0;hobby;1;m;word
orner;5;3.11;1;0;orner;1;m;word
ruser;5;3.12;1;0;ruser;1;m;word
orgue;5;3.12;1;0;orgue;1;m;word
astre;5;3.13;1;0;astre;1;m;word
banjo;5;3.13;1;0;banjo;1;m;word
aïeul;5;3.13;1;0;aïeul;1;m;word
navet;5;3.16;1;0;navet;1;m;word
galon;5;3.16;1;0;galon;1;m;word
paume;5;3.17;1;0;paume;1;m;word
arche;5;3.19;1;0;arche;1;m;word
gamme;5;3.22;1;0;gamme;1;m;word
sévir;5;3.23;1;0;sévir;1;m;word
inouï;5;3.23;1;0;inouï;1;m;word
saper;5;3.23;1;0;saper;1;m;word
doyen;5;3.31;1;0;doyen;1;m;word
piler;5;3.34;1;0;piler;1;m;word
truie;5;3.35;1;0;truie;1;m;word
guêpe;5;3.37;1;0;guêpe;1;m;word
corse;5;3.37;1;0;corse;1;m;word
tempe;5;3.38;1;0;tempe;1;m;word
guéri;5;3.46;1;0;guéri;1;m;word
river;5;3.47;1;0;river;1;m;word
lisse;5;3.48;1;0;lisse;1;m;word
serbe;5;3.48;1;0;serbe;1;m;word
clone;5;3.49;1;0;clone;1;m;word
morse;5;3.5;1;0;morse;1;m;word
larve;5;3.52;1;0;larve;1;m;word
avide;5;3.52;1;0;avide;1;m;word
ruche;5;3.57;1;0;ruche;1;m;word
venin;5;3.59;1;0;venin;1;m;word
recul;5;3.59;1;0;recul;1;m;word
store;5;3.59;1;0;store;1;m;word
joyau;5;3.6;1;0;joyau;1;m;word
nouer;5;3.61;1;0;nouer;1;m;word
mulet;5;3.67;1;0;mulet;1;m;word
morue;5;3.67;1;0;morue;1;m;word
tract;5;3.67;1;0;tract;1;m;word
trier;5;3.68;1;0;trier;1;m;word
sceau;5;3.72;1;0;sceau;1;m;word
faner;5;3.73;1;0;faner;1;m;word
halte;5;3.77;1;0;halte;1;m;word
mûrir;5;3.77;1;0;mûrir;1;m;word
patin;5;3.77;1;0;patin;1;m;word
maçon;5;3.79;1;0;maçon;1;m;word
zèbre;5;3.8;1;0;zèbre;1;m;word
bonus;5;3.8;1;0;bonus;1;m;word
skier;5;3.81;1;0;skier;1;m;word
gazon;5;3.81;1;0;gazon;1;m;word
gomme;5;3.81;1;0;gomme;1;m;word
bocal;5;3.83;1;0;bocal;1;m;word
sauna;5;3.85;1;0;sauna;1;m;word
tiède;5;3.85;1;0;tiède;1;m;word
répit;5;3.87;1;0;répit;1;m;word
évier;5;3.87;1;0;évier;1;m;word
sujet;5;3.9;1;0;sujet;1;m;word
hutte;5;3.9;1;0;hutte;1;m;word
fente;5;3.93;1;0;fente;1;m;word
tâter;5;3.95;1;0;tâter;1;m;word
opium;5;3.95;1;0;opium;1;m;word
frite;5;3.98;1;0;frite;1;m;word
doter;5;4.08;1;0;doter;1;m;word
noyau;5;4.15;1;0;noyau;1;m;word
sérum;5;4.16;1;0;sérum;1;m;word
fugue;5;4.16;1;0;fugue;1;m;word
caler;5;4.19;1;0;caler;1;m;word
gaver;5;4.19;1;0;gaver;1;m;word
globe;5;4.21;1;0;globe;1;m;word
crête;5;4.23;1;0;crête;1;m;word
cobra;5;4.24;1;0;cobra;1;m;word
poilu;5;4.3;1;0;poilu;1;m;word
firme;5;4.32;1;0;firme;1;m;word
cache;5;4.33;1;0;cache;1;m;word
nappe;5;4.34;1;0;nappe;1;m;word
vache;5;4.38;1;0;vache;1;m;word
short;5;4.42;1;0;short;1;m;word
gifle;5;4.47;1;0;gifle;1;m;word
figer;5;4.49;1;0;figer;1;m;word
bacon;5;4.5;1;0;bacon;1;m;word
latin;5;4.52;1;0;latin;1;m;word
songe;5;4.53;1;0;songe;1;m;word
canot;5;4.58;1;0;canot;1;m;word
vocal;5;4.63;1;0;vocal;1;m;word
cadet;5;4.64;1;0;cadet;1;m;word
enjeu;5;4.67;1;0;enjeu;1;m;word
fossé;5;4.71;1;0;fossé;1;m;word
ancre;5;4.75;1;0;ancre;1;m;word
caser;5;4.76;1;0;caser;1;m;word
duper;5;4.77;1;0;duper;1;m;word
poney;5;4.8;1;0;poney;1;m;word
viril;5;4.82;1;0;viril;1;m;word
pente;5;4.82;1;0;pente;1;m;word
miner;5;4.83;1;0;miner;1;m;word
paroi;5;4.88;1;0;paroi;1;m;word
lever;5;4.92;1;0;lever;1;m;word
épier;5;4.93;1;0;épier;1;m;word
ravin;5;4.93;1;0;ravin;1;m;word
sabot;5;4.95;1;0;sabot;1;m;word
coque;5;5;1;0;coque;1;m;word
norme;5;5;1;0;norme;1;m;word
hibou;5;5.01;1;0;hibou;1;m;word
scier;5;5.01;1;0;scier;1;m;word
secte;5;5.02;1;0;secte;1;m;word
brume;5;5.07;1;0;brume;1;m;word
fléau;5;5.1;1;0;fléau;1;m;word
poêle;5;5.12;1;0;poêle;1;m;word
pépin;5;5.15;1;0;pépin;1;m;word
chêne;5;5.17;1;0;chêne;1;m;word
cargo;5;5.17;1;0;cargo;1;m;word
bille;5;5.21;1;0;bille;1;m;word
serre;5;5.28;1;0;serre;1;m;word
scoop;5;5.29;1;0;scoop;1;m;word
ramer;5;5.37;1;0;ramer;1;m;word
culte;5;5.37;1;0;culte;1;m;word
idole;5;5.43;1;0;idole;1;m;word
alias;5;5.45;1;0;alias;1;m;word
seuil;5;5.49;1;0;seuil;1;m;word
valse;5;5.55;1;0;valse;1;m;word
flanc;5;5.57;1;0;flanc;1;m;word
filon;5;5.61;1;0;filon;1;m;word
hâter;5;5.63;1;0;hâter;1;m;word
brise;5;5.63;1;0;brise;1;m;word
stock;5;5.66;1;0;stock;1;m;word
chiot;5;5.67;1;0;chiot;1;m;word
urine;5;5.72;1;0;urine;1;m;word
atout;5;5.74;1;0;atout;1;m;word
sirop;5;5.75;1;0;sirop;1;m;word
purée;5;5.75;1;0;purée;1;m;word
rampe;5;5.76;1;0;rampe;1;m;word
rôder;5;5.76;1;0;rôder;1;m;word
biche;5;5.8;1;0;biche;1;m;word
craie;5;5.8;1;0;craie;1;m;word
épine;5;5.81;1;0;épine;1;m;word
roche;5;5.81;1;0;roche;1;m;word
tronc;5;5.81;1;0;tronc;1;m;word
dépit;5;5.82;1;0;dépit;1;m;word
gober;5;5.9;1;0;gober;1;m;word
creux;5;5.9;1;0;creux;1;m;word
score;5;5.92;1;0;score;1;m;word
volet;5;5.93;1;0;volet;1;m;word
abîme;5;6.01;1;0;abîme;1;m;word
gilet;5;6.06;1;0;gilet;1;m;word
moule;5;6.12;1;0;moule;1;m;word
bilan;5;6.13;1;0;bilan;1;m;word
stage;5;6.16;1;0;stage;1;m;word
sobre;5;6.18;1;0;sobre;1;m;word
hymne;5;6.25;1;0;hymne;1;m;word
tarif;5;6.26;1;0;tarif;1;m;word
guise;5;6.26;1;0;guise;1;m;word
mythe;5;6.26;1;0;mythe;1;m;word
marée;5;6.31;1;0;marée;1;m;word
sonde;5;6.31;1;0;sonde;1;m;word
butin;5;6.35;1;0;butin;1;m;word
béton;5;6.41;1;0;béton;1;m;word
laine;5;6.41;1;0;laine;1;m;word
cirer;5;6.42;1;0;cirer;1;m;word
grade;5;6.44;1;0;grade;1;m;word
delta;5;6.59;1;0;delta;1;m;word
râler;5;6.61;1;0;râler;1;m;word
néant;5;6.62;1;0;néant;1;m;word
manie;5;6.63;1;0;manie;1;m;word
frire;5;6.63;1;0;frire;1;m;word
lueur;5;6.65;1;0;lueur;1;m;word
fibre;5;6.65;1;0;fibre;1;m;word
trêve;5;6.69;1;0;trêve;1;m;word
appât;5;6.74;1;0;appât;1;m;word
solde;5;6.76;1;0;solde;1;m;word
extra;5;6.78;1;0;extra;1;m;word
encre;5;6.81;1;0;encre;1;m;word
vigne;5;6.87;1;0;vigne;1;m;word
batte;5;6.87;1;0;batte;1;m;word
vouer;5;6.88;1;0;vouer;1;m;word
rimer;5;6.89;1;0;rimer;1;m;word
aigle;5;6.9;1;0;aigle;1;m;word
sapin;5;6.91;1;0;sapin;1;m;word
sabre;5;6.95;1;0;sabre;1;m;word
pique;5;6.95;1;0;pique;1;m;word
marin;5;7;1;0;marin;1;m;word
égout;5;7.01;1;0;égout;1;m;word
muter;5;7.04;1;0;muter;1;m;word
minet;5;7.09;1;0;minet;1;m;word
étang;5;7.1;1;0;étang;1;m;word
melon;5;7.11;1;0;melon;1;m;word
badge;5;7.14;1;0;badge;1;m;word
bosse;5;7.24;1;0;bosse;1;m;word
cygne;5;7.26;1;0;cygne;1;m;word
pacha;5;7.28;1;0;pacha;1;m;word
règne;5;7.32;1;0;règne;1;m;word
figue;5;7.38;1;0;figue;1;m;word
élite;5;7.38;1;0;élite;1;m;word
rayer;5;7.42;1;0;rayer;1;m;word
épave;5;7.5;1;0;épave;1;m;word
poire;5;7.58;1;0;poire;1;m;word
saler;5;7.6;1;0;saler;1;m;word
vêtir;5;7.67;1;0;vêtir;1;m;word
excès;5;7.67;1;0;excès;1;m;word
clore;5;7.75;1;0;clore;1;m;word
péril;5;7.76;1;0;péril;1;m;word
raide;5;7.76;1;0;raide;1;m;word
bidon;5;7.78;1;0;bidon;1;m;word
corne;5;7.79;1;0;corne;1;m;word
tyran;5;7.79;1;0;tyran;1;m;word
nuque;5;7.8;1;0;nuque;1;m;word
laser;5;7.87;1;0;laser;1;m;word
fosse;5;7.92;1;0;fosse;1;m;word
malle;5;7.96;1;0;malle;1;m;word
oubli;5;8.02;1;0;oubli;1;m;word
colle;5;8.11;1;0;colle;1;m;word
bulle;5;8.11;1;0;bulle;1;m;word
pacte;5;8.12;1;0;pacte;1;m;word
crabe;5;8.14;1;0;crabe;1;m;word
relax;5;8.16;1;0;relax;1;m;word
rhume;5;8.17;1;0;rhume;1;m;word
cycle;5;8.2;1;0;cycle;1;m;word
autel;5;8.27;1;0;autel;1;m;word
minus;5;8.35;1;0;minus;1;m;word
borne;5;8.35;1;0;borne;1;m;word
bazar;5;8.36;1;0;bazar;1;m;word
bijou;5;8.37;1;0;bijou;1;m;word
décor;5;8.38;1;0;décor;1;m;word
crêpe;5;8.44;1;0;crêpe;1;m;word
nonne;5;8.46;1;0;nonne;1;m;word
ruban;5;8.49;1;0;ruban;1;m;word
fouet;5;8.56;1;0;fouet;1;m;word
banal;5;8.66;1;0;banal;1;m;word
tripe;5;8.75;1;0;tripe;1;m;word
appui;5;8.81;1;0;appui;1;m;word
ouest;5;8.81;1;0;ouest;1;m;word
lover;5;8.85;1;0;lover;1;m;word
météo;5;8.9;1;0;météo;1;m;word
bravo;5;8.93;1;0;bravo;1;m;word
pince;5;9;1;0;pince;1;m;word
refus;5;9.02;1;0;refus;1;m;word
égard;5;9.19;1;0;égard;1;m;word
gémir;5;9.19;1;0;gémir;1;m;word
dinde;5;9.32;1;0;dinde;1;m;word
farce;5;9.35;1;0;farce;1;m;word
polir;5;9.45;1;0;polir;1;m;word
culot;5;9.73;1;0;culot;1;m;word
achat;5;9.75;1;0;achat;1;m;word
mèche;5;9.87;1;0;mèche;1;m;word
récit;5;9.89;1;0;récit;1;m;word
vague;5;9.9;1;0;vague;1;m;word
épeler;6;3;1;0;épeler;1;m;word
cigale;6;3;1;0;cigale;1;m;word
chacal;6;3.02;1;0;chacal;1;m;word
gaufre;6;3.03;1;0;gaufre;1;m;word
dévier;6;3.04;1;0;dévier;1;m;word
foetus;6;3.06;1;0;foetus;1;m;word
fouler;6;3.06;1;0;fouler;1;m;word
urbain;6;3.06;1;0;urbain;1;m;word
tramer;6;3.06;1;0;tramer;1;m;word
entité;6;3.08;1;0;entité;1;m;word
abolir;6;3.08;1;0;abolir;1;m;word
étoffe;6;3.1;1;0;étoffe;1;m;word
brevet;6;3.1;1;0;brevet;1;m;word
porche;6;3.1;1;0;porche;1;m;word
béguin;6;3.11;1;0;béguin;1;m;word
dément;6;3.12;1;0;dément;1;m;word
verger;6;3.13;1;0;verger;1;m;word
donjon;6;3.14;1;0;donjon;1;m;word
asthme;6;3.14;1;0;asthme;1;m;word
sommer;6;3.17;1;0;sommer;1;m;word
tuerie;6;3.17;1;0;tuerie;1;m;word
dépens;6;3.19;1;0;dépens;1;m;word
souder;6;3.2;1;0;souder;1;m;word
braver;6;3.2;1;0;braver;1;m;word
oracle;6;3.21;1;0;oracle;1;m;word
augure;6;3.21;1;0;augure;1;m;word
hormis;6;3.23;1;0;hormis;1;m;word
rigide;6;3.27;1;0;rigide;1;m;word
radeau;6;3.27;1;0;radeau;1;m;word
chevet;6;3.27;1;0;chevet;1;m;word
étirer;6;3.28;1;0;étirer;1;m;word
tourne;6;3.28;1;0;tourne;1;m;word
cubain;6;3.28;1;0;cubain;1;m;word
potage;6;3.28;1;0;potage;1;m;word
crasse;6;3.29;1;0;crasse;1;m;word
rituel;6;3.29;1;0;rituel;1;m;word
bouffe;6;3.31;1;0;bouffe;1;m;word
hideux;6;3.31;1;0;hideux;1;m;word
sonder;6;3.31;1;0;sonder;1;m;word
séisme;6;3.31;1;0;séisme;1;m;word
vessie;6;3.34;1;0;vessie;1;m;word
astuce;6;3.36;1;0;astuce;1;m;word
cloche;6;3.36;1;0;cloche;1;m;word
danois;6;3.37;1;0;danois;1;m;word
lavabo;6;3.38;1;0;lavabo;1;m;word
hausse;6;3.38;1;0;hausse;1;m;word
farcir;6;3.39;1;0;farcir;1;m;word
narine;6;3.41;1;0;narine;1;m;word
ragoût;6;3.44;1;0;ragoût;1;m;word
levier;6;3.46;1;0;levier;1;m;word
palier;6;3.47;1;0;palier;1;m;word
clause;6;3.47;1;0;clause;1;m;word
pétale;6;3.47;1;0;pétale;1;m;word
cierge;6;3.5;1;0;cierge;1;m;word
girafe;6;3.5;1;0;girafe;1;m;word
calife;6;3.51;1;0;calife;1;m;word
trèfle;6;3.52;1;0;trèfle;1;m;word
repère;6;3.52;1;0;repère;1;m;word
broder;6;3.52;1;0;broder;1;m;word
saveur;6;3.52;1;0;saveur;1;m;word
flaque;6;3.53;1;0;flaque;1;m;word
ration;6;3.54;1;0;ration;1;m;word
lycéen;6;3.55;1;0;lycéen;1;m;word
rafler;6;3.56;1;0;rafler;1;m;word
berner;6;3.56;1;0;berner;1;m;word
aumône;6;3.57;1;0;aumône;1;m;word
yaourt;6;3.58;1;0;yaourt;1;m;word
couver;6;3.59;1;0;couver;1;m;word
revers;6;3.6;1;0;revers;1;m;word
infect;6;3.61;1;0;infect;1;m;word
thorax;6;3.62;1;0;thorax;1;m;word
bobine;6;3.63;1;0;bobine;1;m;word
restau;6;3.65;1;0;restau;1;m;word
truite;6;3.65;1;0;truite;1;m;word
extase;6;3.67;1;0;extase;1;m;word
trompe;6;3.67;1;0;trompe;1;m;word
cachot;6;3.67;1;0;cachot;1;m;word
frimer;6;3.67;1;0;frimer;1;m;word
aurore;6;3.68;1;0;aurore;1;m;word
traire;6;3.69;1;0;traire;1;m;word
labeur;6;3.73;1;0;labeur;1;m;word
puéril;6;3.73;1;0;puéril;1;m;word
conter;6;3.76;1;0;conter;1;m;word
milice;6;3.77;1;0;milice;1;m;word
archer;6;3.77;1;0;archer;1;m;word
border;6;3.78;1;0;border;1;m;word
poivre;6;3.8;1;0;poivre;1;m;word
pilier;6;3.82;1;0;pilier;1;m;word
bûcher;6;3.82;1;0;bûcher;1;m;word
brèche;6;3.83;1;0;brèche;1;m;word
moisir;6;3.85;1;0;moisir;1;m;word
frémir;6;3.86;1;0;frémir;1;m;word
porter;6;3.87;1;0;porter;1;m;word
sphère;6;3.9;1;0;sphère;1;m;word
crèche;6;3.91;1;0;crèche;1;m;word
coquin;6;3.92;1;0;coquin;1;m;word
lustre;6;3.92;1;0;lustre;1;m;word
abbaye;6;3.94;1;0;abbaye;1;m;word
consul;6;3.95;1;0;consul;1;m;word
pantin;6;3.96;1;0;pantin;1;m;word
savant;6;3.99;1;0;savant;1;m;word
passif;6;4;1;0;passif;1;m;word
mutuel;6;4;1;0;mutuel;1;m;word
huître;6;4;1;0;huître;1;m;word
cavale;6;4;1;0;cavale;1;m;word
limace;6;4.01;1;0;limace;1;m;word
coyote;6;4.01;1;0;coyote;1;m;word
schéma;6;4.03;1;0;schéma;1;m;word
lancer;6;4.04;1;0;lancer;1;m;word
amiral;6;4.04;1;0;amiral;1;m;word
décret;6;4.06;1;0;décret;1;m;word
broyer;6;4.08;1;0;broyer;1;m;word
motard;6;4.1;1;0;motard;1;m;word
moteur;6;4.17;1;0;moteur;1;m;word
taudis;6;4.17;1;0;taudis;1;m;word
fracas;6;4.17;1;0;fracas;1;m;word
sonore;6;4.17;1;0;sonore;1;m;word
souple;6;4.22;1;0;souple;1;m;word
moelle;6;4.23;1;0;moelle;1;m;word
argile;6;4.26;1;0;argile;1;m;word
cobaye;6;4.27;1;0;cobaye;1;m;word
trouer;6;4.27;1;0;trouer;1;m;word
tampon;6;4.28;1;0;tampon;1;m;word
lièvre;6;4.3;1;0;lièvre;1;m;word
pioche;6;4.36;1;0;pioche;1;m;word
chalet;6;4.38;1;0;chalet;1;m;word
violet;6;4.38;1;0;violet;1;m;word
pointu;6;4.38;1;0;pointu;1;m;word
gratis;6;4.39;1;0;gratis;1;m;word
chaton;6;4.41;1;0;chaton;1;m;word
frôler;6;4.45;1;0;frôler;1;m;word
canyon;6;4.45;1;0;canyon;1;m;word
rincer;6;4.46;1;0;rincer;1;m;word
damner;6;4.46;1;0;damner;1;m;word
bercer;6;4.46;1;0;bercer;1;m;word
festin;6;4.5;1;0;festin;1;m;word
filtre;6;4.54;1;0;filtre;1;m;word
suture;6;4.54;1;0;suture;1;m;word
fiscal;6;4.54;1;0;fiscal;1;m;word
broche;6;4.57;1;0;broche;1;m;word
injure;6;4.58;1;0;injure;1;m;word
tuteur;6;4.6;1;0;tuteur;1;m;word
façade;6;4.6;1;0;façade;1;m;word
clarté;6;4.62;1;0;clarté;1;m;word
orange;6;4.62;1;0;orange;1;m;word
agonie;6;4.68;1;0;agonie;1;m;word
trauma;6;4.69;1;0;trauma;1;m;word
ulcère;6;4.69;1;0;ulcère;1;m;word
faille;6;4.71;1;0;faille;1;m;word
vibrer;6;4.73;1;0;vibrer;1;m;word
piment;6;4.76;1;0;piment;1;m;word
défunt;6;4.79;1;0;défunt;1;m;word
mobile;6;4.8;1;0;mobile;1;m;word
puzzle;6;4.81;1;0;puzzle;1;m;word
vipère;6;4.84;1;0;vipère;1;m;word
bavard;6;4.85;1;0;bavard;1;m;word
palace;6;4.85;1;0;palace;1;m;word
famine;6;4.88;1;0;famine;1;m;word
souche;6;4.93;1;0;souche;1;m;word
flacon;6;4.93;1;0;flacon;1;m;word
débris;6;4.94;1;0;débris;1;m;word
salive;6;4.94;1;0;salive;1;m;word
triple;6;4.94;1;0;triple;1;m;word
pignon;6;4.94;1;0;pignon;1;m;word
égaler;6;4.96;1;0;égaler;1;m;word
slogan;6;4.96;1;0;slogan;1;m;word
homard;6;4.96;1;0;homard;1;m;word
épater;6;4.96;1;0;épater;1;m;word
léguer;6;4.98;1;0;léguer;1;m;word
mâcher;6;5;1;0;mâcher;1;m;word
suisse;6;5.01;1;0;suisse;1;m;word
bassin;6;5.03;1;0;bassin;1;m;word
zombie;6;5.04;1;0;zombie;1;m;word
pudeur;6;5.08;1;0;pudeur;1;m;word
loisir;6;5.09;1;0;loisir;1;m;word
parade;6;5.1;1;0;parade;1;m;word
bondir;6;5.1;1;0;bondir;1;m;word
bouder;6;5.11;1;0;bouder;1;m;word
audace;6;5.12;1;0;audace;1;m;word
artère;6;5.13;1;0;artère;1;m;word
neutre;6;5.15;1;0;neutre;1;m;word
sortir;6;5.16;1;0;sortir;1;m;word
poteau;6;5.17;1;0;poteau;1;m;word
trappe;6;5.18;1;0;trappe;1;m;word
crampe;6;5.18;1;0;crampe;1;m;word
gaffer;6;5.2;1;0;gaffer;1;m;word
cordon;6;5.21;1;0;cordon;1;m;word
serein;6;5.22;1;0;serein;1;m;word
pomper;6;5.24;1;0;pomper;1;m;word
verrou;6;5.28;1;0;verrou;1;m;word
chimie;6;5.29;1;0;chimie;1;m;word
marron;6;5.33;1;0;marron;1;m;word
étable;6;5.37;1;0;étable;1;m;word
galant;6;5.39;1;0;galant;1;m;word
pondre;6;5.41;1;0;pondre;1;m;word
plâtre;6;5.42;1;0;plâtre;1;m;word
ghetto;6;5.42;1;0;ghetto;1;m;word
contre;6;5.43;1;0;contre;1;m;word
armure;6;5.46;1;0;armure;1;m;word
purger;6;5.46;1;0;purger;1;m;word
rivage;6;5.46;1;0;rivage;1;m;word
estime;6;5.49;1;0;estime;1;m;word
chuter;6;5.5;1;0;chuter;1;m;word
volcan;6;5.5;1;0;volcan;1;m;word
menthe;6;5.51;1;0;menthe;1;m;word
nature;6;5.52;1;0;nature;1;m;word
paysan;6;5.54;1;0;paysan;1;m;word
fraude;6;5.54;1;0;fraude;1;m;word
devise;6;5.54;1;0;devise;1;m;word
klaxon;6;5.55;1;0;klaxon;1;m;word
avenue;6;5.58;1;0;avenue;1;m;word
ingrat;6;5.61;1;0;ingrat;1;m;word
manger;6;5.62;1;0;manger;1;m;word
tantôt;6;5.62;1;0;tantôt;1;m;word
cuivre;6;5.64;1;0;cuivre;1;m;word
hangar;6;5.65;1;0;hangar;1;m;word
jumeau;6;5.68;1;0;jumeau;1;m;word
blouse;6;5.68;1;0;blouse;1;m;word
masser;6;5.69;1;0;masser;1;m;word
manier;6;5.7;1;0;manier;1;m;word
évêque;6;5.7;1;0;évêque;1;m;word
manuel;6;5.7;1;0;manuel;1;m;word
gendre;6;5.71;1;0;gendre;1;m;word
ciment;6;5.75;1;0;ciment;1;m;word
annuel;6;5.78;1;0;annuel;1;m;word
notion;6;5.79;1;0;notion;1;m;word
gramme;6;5.81;1;0;gramme;1;m;word
truand;6;5.82;1;0;truand;1;m;word
agenda;6;5.84;1;0;agenda;1;m;word
square;6;5.89;1;0;square;1;m;word
chauve;6;5.92;1;0;chauve;1;m;word
manège;6;5.92;1;0;manège;1;m;word
faucon;6;5.93;1;0;faucon;1;m;word
décent;6;5.95;1;0;décent;1;m;word
dégoût;6;6.02;1;0;dégoût;1;m;word
campus;6;6.04;1;0;campus;1;m;word
résolu;6;6.05;1;0;résolu;1;m;word
ironie;6;6.05;1;0;ironie;1;m;word
manoir;6;6.08;1;0;manoir;1;m;word
réussi;6;6.11;1;0;réussi;1;m;word
perche;6;6.11;1;0;perche;1;m;word
douane;6;6.12;1;0;douane;1;m;word
statut;6;6.13;1;0;statut;1;m;word
camper;6;6.16;1;0;camper;1;m;word
lézard;6;6.16;1;0;lézard;1;m;word
délice;6;6.17;1;0;délice;1;m;word
étalon;6;6.2;1;0;étalon;1;m;word
gâchis;6;6.24;1;0;gâchis;1;m;word
rigolo;6;6.25;1;0;rigolo;1;m;word
